User Device Type,Duration(sec),Paket Loss Rate(Reliability),Packet Delay Budget( Latency(ms)),Bandwidth(GHz),Delay Rate(Mbps),Speed(Mbps),Jitter(ps),Modulation Type,Slice Type
IOTDevices,240,0.0001,25,40,10500,2782,3.70E+07,FBMC,mMTC
IOTDevices,120,0.01,28,50,10500,194,7.70E+07,FBMC,mMTC
IOTDevices,600,0.01,18,38,10000,1900,4.50E+07,FBMC,mMTC
IOTDevices,240,0.0001,15,29,10000,2444,1.90E+07,FBMC,mMTC
IOTDevices,100,0.01,10,50,10000,2550,1.90E+07,FBMC,mMTC
IOTDevices,100,1.00E-05,50,40,300,704,7.50E+07,FBMC,mMTC
IOTDevices,60,0.01,15,30,10000,2246,4.50E+07,FBMC,mMTC
IOTDevices,300,0.0001,50,40,17500,607,3.70E+07,FBMC,mMTC
IOTDevices,60,1.00E-06,10,50,1000,2839,3.70E+07,FBMC,mMTC
IOTDevices,600,1.00E-05,40,50,10000,666,1.90E+07,FBMC,mMTC
IOTDevices,100,0.0001,40,50,1700,1503,4.30E+07,FBMC,mMTC
IOTDevices,600,0.01,20,50,10000,876,1.90E+07,FBMC,mMTC
IOTDevices,60,0.01,40,29,1000,1091,1.80E+07,FBMC,mMTC
IOTDevices,300,0.01,15,60,1000,183,1.00E+07,FBMC,mMTC
IOTDevices,600,1.00E-05,10,29,300,2320,1.80E+07,FBMC,mMTC
IOTDevices,120,0.01,28,50,1700,1783,6.50E+07,FBMC,mMTC
IOTDevices,240,0.01,20,30,1000,2303,7.50E+07,FBMC,mMTC
IOTDevices,100,0.001,28,29,10500,2350,4.50E+07,FBMC,mMTC
IOTDevices,240,0.01,28,45,300,2109,6.50E+07,FBMC,mMTC
IOTDevices,300,0.01,25,29,300,2564,4.50E+07,FBMC,mMTC
IOTDevices,180,1.00E-05,18,45,300,1968,7.70E+07,FBMC,mMTC
IOTDevices,600,0.01,40,38,300,1250,4.50E+07,FBMC,mMTC
IOTDevices,180,1.00E-06,20,29,900,1108,1.00E+07,FBMC,mMTC
IOTDevices,240,1.00E-06,10,40,10500,778,5.00E+07,FBMC,mMTC
IOTDevices,180,0.01,50,40,10500,761,4.50E+07,FBMC,mMTC
IOTDevices,120,0.01,50,50,300,315,4.30E+07,FBMC,mMTC
IOTDevices,120,0.01,20,38,900,2000,1.00E+07,FBMC,mMTC
IOTDevices,600,1.00E-06,40,40,17500,407,6.50E+07,FBMC,mMTC
IOTDevices,240,0.0001,40,50,10500,1675,6.50E+07,FBMC,mMTC
IOTDevices,300,0.01,40,29,900,557,1.00E+07,FBMC,mMTC
IOTDevices,120,0.0001,20,45,1700,2575,4.50E+07,FBMC,mMTC
IOTDevices,240,1.00E-05,50,50,10500,2910,4.50E+07,FBMC,mMTC
IOTDevices,600,1.00E-05,28,50,900,618,7.50E+07,FBMC,mMTC
IOTDevices,100,0.0001,40,50,10500,2418,4.50E+07,FBMC,URLLC
IOTDevices,240,1.00E-06,40,40,10000,2743,2.00E+07,FBMC,URLLC
IOTDevices,100,1.00E-05,25,50,10500,2716,6.50E+07,FBMC,URLLC
IOTDevices,120,0.01,20,45,1700,1623,1.90E+07,FBMC,URLLC
IOTDevices,120,0.0001,28,40,10500,789,3.70E+07,FBMC,URLLC
IOTDevices,100,1.00E-05,15,40,1000,546,1.00E+07,FBMC,URLLC
IOTDevices,300,0.0001,25,29,1000,2722,1.90E+07,FBMC,URLLC
IOTDevices,300,0.01,40,50,10500,1934,1.90E+07,FBMC,URLLC
IOTDevices,240,0.0001,28,50,1700,2341,7.70E+07,FBMC,URLLC
IOTDevices,100,0.001,15,50,10000,2121,1.90E+07,FBMC,URLLC
IOTDevices,300,0.01,50,50,900,2605,4.50E+07,FBMC,URLLC
IOTDevices,180,0.01,18,45,300,1259,2.00E+07,FBMC,URLLC
IOTDevices,300,1.00E-06,28,40,1000,431,7.50E+06,FBMC,URLLC
IOTDevices,100,1.00E-06,20,40,300,2892,3.70E+07,FBMC,URLLC
IOTDevices,100,0.01,50,30,300,1144,4.50E+07,FBMC,URLLC
IOTDevices,600,0.01,25,38,17500,2762,6.50E+07,FBMC,URLLC
IOTDevices,600,0.01,25,40,1000,1751,7.50E+07,FBMC,URLLC
IOTDevices,600,0.01,28,29,10500,1744,4.50E+07,FBMC,URLLC
IOTDevices,240,0.0001,20,50,1000,2514,3.70E+07,FBMC,URLLC
IOTDevices,600,0.01,10,29,10000,495,6.50E+07,FBMC,URLLC
IOTDevices,100,1.00E-05,10,45,900,277,7.50E+07,FBMC,URLLC
IOTDevices,240,0.01,40,40,900,688,1.90E+07,FBMC,URLLC
IOTDevices,600,1.00E-06,25,30,1000,2565,2.00E+07,FBMC,URLLC
IOTDevices,100,0.01,40,38,1000,442,1.00E+07,FBMC,URLLC
IOTDevices,100,1.00E-06,40,40,1000,2265,7.70E+07,FBMC,URLLC
IOTDevices,100,0.01,25,38,900,2122,7.50E+06,FBMC,URLLC
IOTDevices,300,0.01,50,50,1700,131,3.30E+07,FBMC,URLLC
IOTDevices,300,1.00E-06,50,50,1700,153,2.00E+07,FBMC,URLLC
IOTDevices,600,1.00E-06,50,40,17500,1486,7.50E+07,FBMC,URLLC
IOTDevices,300,0.01,50,29,1000,1860,7.50E+07,FBMC,URLLC
IOTDevices,300,0.01,15,40,10000,2927,1.00E+07,FBMC,URLLC
IOTDevices,60,0.0001,50,45,10500,1478,7.50E+07,FBMC,URLLC
IOTDevices,300,1.00E-06,28,30,900,1063,7.50E+06,FBMC,URLLC
IOTDevices,300,0.01,28,29,1700,2027,1.00E+07,FBMC,URLLC
IOTDevices,600,0.0001,40,40,17500,2525,7.70E+07,FBMC,URLLC
IOTDevices,180,0.01,20,40,10000,2062,3.70E+07,FBMC,URLLC
IOTDevices,60,1.00E-05,10,50,1700,2149,1.90E+07,FBMC,URLLC
IOTDevices,600,1.00E-05,10,40,900,829,1.00E+07,FBMC,URLLC
IOTDevices,300,1.00E-05,20,50,1000,954,1.90E+07,FBMC,URLLC
IOTDevices,600,0.01,15,50,1700,1295,4.50E+07,FBMC,URLLC
IOTDevices,180,0.01,40,30,900,2973,4.50E+07,FBMC,URLLC
IOTDevices,120,1.00E-06,50,38,300,809,4.50E+07,FBMC,URLLC
IOTDevices,60,0.01,20,45,1000,2562,2.00E+07,FBMC,URLLC
IOTDevices,100,0.01,40,50,1700,85,1.90E+07,FBMC,URLLC
IOTDevices,180,0.01,50,29,1700,980,7.70E+07,FBMC,URLLC
IOTDevices,180,0.01,40,50,17500,203,4.50E+07,FBMC,URLLC
IOTDevices,240,0.01,50,50,1700,661,4.50E+07,FBMC,URLLC
IOTDevices,240,1.00E-06,10,40,900,1209,3.70E+07,FBMC,URLLC
IOTDevices,100,1.00E-05,20,29,900,2117,1.90E+07,FBMC,URLLC
IOTDevices,300,0.001,40,29,10500,1907,3.30E+07,FBMC,URLLC
IOTDevices,60,0.01,25,45,900,1644,7.50E+07,FBMC,URLLC
IOTDevices,120,0.01,20,38,900,1010,1.90E+07,FBMC,URLLC
IOTDevices,240,0.01,50,29,900,2357,2.00E+07,FBMC,URLLC
IOTDevices,600,1.00E-06,25,38,1700,783,6.50E+07,FBMC,URLLC
IOTDevices,600,0.01,20,29,17500,858,4.30E+07,FBMC,URLLC
IOTDevices,100,0.001,15,50,17500,1249,6.50E+07,FBMC,URLLC
IOTDevices,240,0.01,50,29,300,2745,7.70E+07,FBMC,URLLC
IOTDevices,600,1.00E-06,25,60,1000,226,1.00E+07,FBMC,URLLC
IOTDevices,100,1.00E-06,10,50,17500,2985,1.80E+07,FBMC,URLLC
IOTDevices,60,0.0001,10,29,300,377,4.50E+07,FBMC,URLLC
IOTDevices,300,0.0001,50,60,1700,2864,3.70E+07,FBMC,URLLC
IOTDevices,120,1.00E-06,20,50,900,2011,1.90E+07,FBMC,URLLC
IOTDevices,120,0.001,50,30,17500,2833,3.70E+07,FBMC,URLLC
IOTDevices,60,0.01,20,38,1700,848,3.70E+07,FBMC,URLLC
IOTDevices,300,0.01,50,50,17500,828,1.90E+07,FBMC,URLLC
IOTDevices,180,1.00E-06,50,30,10500,720,4.50E+07,FBMC,URLLC
IOTDevices,100,0.0001,15,50,1000,457,1.80E+07,FBMC,URLLC
IOTDevices,600,1.00E-06,28,29,10500,682,7.50E+06,FBMC,URLLC
IOTDevices,120,0.01,50,29,1000,1876,1.90E+07,FBMC,URLLC
IOTDevices,600,0.01,20,50,10500,2466,7.50E+07,FBMC,URLLC
IOTDevices,600,0.01,10,38,1000,1553,7.50E+06,FBMC,URLLC
IOTDevices,600,1.00E-06,50,30,10500,2734,4.50E+07,FBMC,URLLC
IOTDevices,60,1.00E-05,28,29,10000,565,1.80E+07,FBMC,URLLC
IOTDevices,300,1.00E-05,20,50,10000,1806,4.50E+07,FBMC,URLLC
IOTDevices,600,0.01,18,60,10000,1455,4.50E+07,FBMC,URLLC
IOTDevices,100,1.00E-05,40,50,1700,991,1.90E+07,FBMC,URLLC
IOTDevices,300,0.01,10,30,1700,2359,4.50E+07,FBMC,URLLC
IOTDevices,100,1.00E-05,40,40,17500,2623,6.50E+07,FBMC,URLLC
IOTDevices,100,0.01,28,45,10000,2766,3.30E+07,FBMC,URLLC
IOTDevices,180,1.00E-06,50,45,1700,2984,3.70E+07,FBMC,URLLC
IOTDevices,60,0.01,50,38,1700,961,1.90E+07,FBMC,URLLC
IOTDevices,100,0.01,28,30,300,2089,3.70E+07,FBMC,URLLC
IOTDevices,180,0.01,25,38,1000,593,1.90E+07,FBMC,URLLC
IOTDevices,100,0.01,50,40,10500,1467,1.00E+07,FBMC,URLLC
IOTDevices,300,0.0001,40,50,10500,1802,7.50E+06,FBMC,URLLC
IOTDevices,180,1.00E-06,25,29,10000,1768,3.30E+07,FBMC,URLLC
IOTDevices,60,1.00E-06,25,38,300,2975,4.50E+07,FBMC,URLLC
IOTDevices,100,0.001,28,50,300,2942,6.50E+07,FBMC,URLLC
IOTDevices,180,1.00E-05,50,50,900,2337,6.50E+07,FBMC,URLLC
IOTDevices,60,0.01,40,29,10500,77,4.30E+07,FBMC,URLLC
IOTDevices,240,1.00E-06,15,50,900,2947,3.30E+07,FBMC,URLLC
IOTDevices,120,1.00E-06,28,50,1700,1489,1.90E+07,FBMC,URLLC
IOTDevices,60,1.00E-05,50,40,10500,731,6.50E+07,FBMC,URLLC
IOTDevices,600,1.00E-06,50,29,1000,697,7.50E+07,FBMC,URLLC
IOTDevices,600,1.00E-06,40,38,10000,2288,1.00E+07,FBMC,URLLC
IOTDevices,600,1.00E-05,15,40,1700,1057,1.80E+07,FBMC,URLLC
IOTDevices,240,0.01,40,29,1000,782,1.90E+07,FBMC,URLLC
IOTDevices,240,0.01,40,50,900,1616,7.70E+07,FBMC,URLLC
IOTDevices,300,0.01,20,29,10500,1394,4.30E+07,FBMC,URLLC
IOTDevices,300,1.00E-06,50,38,17500,130,1.00E+07,FBMC,URLLC
IOTDevices,180,1.00E-05,25,40,300,1409,6.50E+07,FBMC,URLLC
IOTDevices,100,1.00E-06,50,38,10000,2999,4.50E+07,FBMC,URLLC
IOTDevices,180,1.00E-06,28,38,300,195,2.00E+07,FBMC,URLLC
IOTDevices,180,1.00E-05,20,50,1000,2809,4.50E+07,FBMC,URLLC
IOTDevices,100,0.0001,28,29,1700,2852,4.50E+07,FBMC,URLLC
IOTDevices,300,0.0001,40,30,17500,604,6.50E+07,FBMC,URLLC
IOTDevices,120,0.0001,20,30,17500,743,2.00E+07,FBMC,URLLC
IOTDevices,100,0.01,25,30,900,436,2.00E+07,FBMC,URLLC
IOTDevices,300,1.00E-06,40,40,10500,830,1.80E+07,FBMC,URLLC
IOTDevices,180,1.00E-06,50,29,300,2954,2.00E+07,FBMC,URLLC
IOTDevices,240,0.01,40,38,1000,2796,7.50E+06,FBMC,URLLC
IOTDevices,240,0.01,10,38,10500,2221,5.00E+07,FBMC,URLLC
IOTDevices,600,1.00E-06,10,30,10500,1517,4.30E+07,UFMC,URLLC
IOTDevices,60,0.01,28,38,1700,2000,2.00E+07,UFMC,URLLC
IOTDevices,600,0.01,50,38,300,2886,7.70E+07,UFMC,URLLC
IOTDevices,100,0.01,10,50,1700,2545,1.80E+07,UFMC,URLLC
IOTDevices,300,1.00E-05,25,50,10500,1391,3.30E+07,UFMC,URLLC
IOTDevices,300,0.01,50,50,1700,2953,2.00E+07,UFMC,URLLC
IOTDevices,300,0.0001,25,40,10500,1741,3.30E+07,UFMC,URLLC
IOTDevices,240,1.00E-06,20,29,10000,1399,4.50E+07,UFMC,URLLC
IOTDevices,180,1.00E-05,15,45,1700,2241,1.90E+07,UFMC,URLLC
IOTDevices,180,1.00E-05,40,60,900,189,4.30E+07,UFMC,URLLC
IOTDevices,60,0.01,50,29,900,1841,4.50E+07,UFMC,URLLC
IOTDevices,300,0.01,50,60,10000,1488,1.80E+07,UFMC,URLLC
IOTDevices,300,1.00E-05,25,50,300,2483,4.50E+07,UFMC,URLLC
IOTDevices,120,0.0001,40,29,1000,241,3.70E+07,UFMC,URLLC
IOTDevices,300,0.01,25,30,10500,2083,4.30E+07,UFMC,URLLC
IOTDevices,120,1.00E-06,10,60,1000,895,6.50E+07,UFMC,URLLC
IOTDevices,240,0.01,50,45,1700,2748,7.50E+06,UFMC,URLLC
IOTDevices,120,0.01,25,30,1000,621,3.30E+07,UFMC,URLLC
IOTDevices,240,0.01,50,38,900,1652,7.70E+07,UFMC,URLLC
IOTDevices,300,0.01,15,29,300,942,7.70E+07,UFMC,URLLC
IOTDevices,240,0.01,50,50,1000,1072,4.50E+07,UFMC,URLLC
IOTDevices,100,0.01,40,50,10000,772,4.50E+07,UFMC,URLLC
IOTDevices,300,1.00E-05,25,50,300,2773,7.70E+07,UFMC,URLLC
IOTDevices,100,0.0001,15,38,10000,1656,5.00E+07,UFMC,URLLC
IOTDevices,600,1.00E-05,20,38,300,214,1.00E+07,UFMC,URLLC
IOTDevices,100,0.01,20,38,1700,426,4.50E+07,UFMC,URLLC
IOTDevices,60,1.00E-06,10,50,10500,1944,7.50E+06,UFMC,URLLC
IOTDevices,300,0.01,50,40,300,1564,4.50E+07,UFMC,URLLC
IOTDevices,60,1.00E-06,25,50,300,2248,2.00E+07,UFMC,URLLC
IOTDevices,240,1.00E-06,28,38,1000,818,3.30E+07,UFMC,URLLC
IOTDevices,600,0.01,28,38,1700,2084,7.70E+07,UFMC,URLLC
IOTDevices,60,0.01,20,29,900,923,7.70E+07,UFMC,URLLC
IOTDevices,600,0.01,50,50,1700,2000,1.90E+07,UFMC,URLLC
IOTDevices,240,0.0001,28,40,10500,2034,7.70E+07,UFMC,URLLC
IOTDevices,600,1.00E-05,20,30,1000,2941,3.30E+07,UFMC,URLLC
IOTDevices,600,1.00E-06,10,50,900,2888,4.50E+07,UFMC,URLLC
IOTDevices,240,0.01,25,60,10500,2400,2.00E+07,UFMC,URLLC
IOTDevices,300,1.00E-06,50,40,10000,2563,1.90E+07,UFMC,URLLC
IOTDevices,100,1.00E-05,20,50,10500,1036,6.50E+07,UFMC,URLLC
IOTDevices,60,0.0001,15,38,900,1139,3.30E+07,UFMC,URLLC
IOTDevices,300,0.01,28,40,10000,862,2.00E+07,UFMC,URLLC
IOTDevices,300,0.01,28,40,1700,346,1.90E+07,UFMC,URLLC
IOTDevices,300,0.01,50,38,300,1758,6.50E+07,UFMC,URLLC
IOTDevices,240,0.01,50,60,10000,2702,6.50E+07,UFMC,URLLC
IOTDevices,60,1.00E-05,20,40,1000,802,1.90E+07,UFMC,URLLC
IOTDevices,600,0.01,25,40,1700,261,1.90E+07,UFMC,URLLC
IOTDevices,60,1.00E-06,40,50,1000,1381,7.50E+07,UFMC,URLLC
IOTDevices,100,1.00E-06,40,38,900,2000,2.00E+07,UFMC,URLLC
IOTDevices,240,1.00E-06,25,29,1700,275,3.30E+07,UFMC,URLLC
IOTDevices,240,1.00E-05,40,29,1000,2008,1.90E+07,UFMC,URLLC
IOTDevices,60,0.01,25,50,10500,875,1.90E+07,UFMC,URLLC
IOTDevices,120,1.00E-06,18,38,1700,1839,1.90E+07,UFMC,URLLC
IOTDevices,60,0.01,40,50,1000,484,4.50E+07,UFMC,URLLC
IOTDevices,300,0.01,20,38,900,2843,7.50E+07,UFMC,URLLC
IOTDevices,240,0.01,15,29,17500,107,4.50E+07,UFMC,URLLC
IOTDevices,180,1.00E-06,28,38,900,1791,7.70E+07,UFMC,URLLC
IOTDevices,240,1.00E-05,40,38,900,243,7.70E+07,UFMC,URLLC
IOTDevices,180,1.00E-05,20,40,300,2433,7.50E+06,UFMC,URLLC
IOTDevices,240,1.00E-06,15,38,1700,2524,4.50E+07,UFMC,URLLC
IOTDevices,100,0.0001,20,60,300,1786,1.90E+07,UFMC,URLLC
IOTDevices,180,1.00E-05,50,40,300,2311,3.30E+07,UFMC,URLLC
IOTDevices,600,1.00E-06,20,38,900,867,4.50E+07,UFMC,URLLC
IOTDevices,300,1.00E-06,50,38,10500,839,2.00E+07,UFMC,URLLC
IOTDevices,60,1.00E-06,20,29,10500,199,7.50E+06,UFMC,URLLC
IOTDevices,100,1.00E-06,28,50,10000,2440,1.90E+07,UFMC,URLLC
IOTDevices,60,1.00E-06,15,40,10000,1159,1.00E+07,UFMC,URLLC
IOTDevices,120,0.01,40,29,1000,1560,7.50E+07,UFMC,URLLC
IOTDevices,180,0.01,50,30,300,354,1.00E+07,UFMC,URLLC
IOTDevices,300,0.0001,28,30,900,2252,1.00E+07,UFMC,URLLC
IOTDevices,240,0.01,40,50,1700,1215,4.30E+07,UFMC,URLLC
IOTDevices,300,0.01,50,50,17500,2629,3.30E+07,UFMC,URLLC
IOTDevices,600,0.01,50,40,300,338,3.30E+07,UFMC,URLLC
IOTDevices,240,1.00E-05,15,29,1000,2281,7.50E+07,UFMC,URLLC
IOTDevices,60,0.0001,20,50,17500,2124,4.50E+07,UFMC,URLLC
IOTDevices,180,0.001,28,50,300,2300,4.50E+07,UFMC,URLLC
IOTDevices,180,1.00E-06,50,30,1000,2763,3.30E+07,UFMC,URLLC
IOTDevices,600,0.01,40,29,900,2380,6.50E+07,UFMC,URLLC
IOTDevices,600,0.01,20,50,300,1321,4.30E+07,UFMC,URLLC
IOTDevices,600,1.00E-06,25,29,900,303,7.70E+07,UFMC,URLLC
IOTDevices,60,1.00E-05,25,45,1700,2650,1.00E+07,UFMC,URLLC
IOTDevices,600,1.00E-05,28,38,10500,1973,6.50E+07,UFMC,URLLC
IOTDevices,100,0.01,50,50,10000,1048,7.70E+07,UFMC,URLLC
IOTDevices,60,1.00E-05,10,40,1700,2211,7.70E+07,UFMC,URLLC
IOTDevices,100,0.01,20,40,900,438,3.70E+07,UFMC,URLLC
IOTDevices,60,0.01,20,50,900,2998,1.90E+07,UFMC,URLLC
IOTDevices,100,0.0001,15,38,1000,2583,1.90E+07,UFMC,URLLC
IOTDevices,600,0.01,25,50,300,636,6.50E+07,UFMC,URLLC
IOTDevices,300,0.01,28,29,17500,2544,3.70E+07,UFMC,URLLC
IOTDevices,100,0.01,40,60,1000,2707,7.70E+07,UFMC,URLLC
IOTDevices,100,0.01,40,50,1000,576,4.50E+07,UFMC,URLLC
IOTDevices,600,1.00E-05,25,29,900,2407,4.50E+07,UFMC,URLLC
IOTDevices,240,1.00E-05,20,40,17500,2515,1.00E+07,UFMC,URLLC
IOTDevices,100,0.0001,50,30,17500,2639,3.30E+07,UFMC,URLLC
IOTDevices,100,1.00E-05,20,50,10000,1535,4.30E+07,UFMC,URLLC
IOTDevices,60,0.0001,50,38,10500,2094,4.50E+07,UFMC,URLLC
IOTDevices,600,0.01,18,50,900,2986,1.00E+07,UFMC,URLLC
IOTDevices,240,0.01,40,40,10500,919,4.50E+07,UFMC,URLLC
IOTDevices,60,1.00E-06,40,45,1700,1302,4.50E+07,UFMC,URLLC
IOTDevices,60,0.01,15,29,10500,1260,6.50E+07,UFMC,URLLC
IOTDevices,300,1.00E-06,10,50,300,908,1.90E+07,UFMC,URLLC
IOTDevices,100,0.001,20,50,1700,1600,7.50E+07,UFMC,URLLC
IOTDevices,100,0.0001,50,50,900,2736,1.00E+07,UFMC,URLLC
IOTDevices,60,0.001,15,29,1000,1217,1.80E+07,UFMC,URLLC
IOTDevices,300,0.01,15,30,1700,1418,1.90E+07,UFMC,URLLC
IOTDevices,100,1.00E-06,50,30,17500,421,4.30E+07,UFMC,URLLC
IOTDevices,100,1.00E-05,50,40,900,554,4.50E+07,UFMC,URLLC
IOTDevices,100,1.00E-05,25,60,1000,736,4.50E+07,UFMC,URLLC
IOTDevices,100,1.00E-06,25,50,10500,197,2.00E+07,UFMC,URLLC
IOTDevices,240,1.00E-06,40,29,1700,2677,4.50E+07,UFMC,URLLC
IOTDevices,60,0.001,50,40,10000,1315,4.50E+07,UFMC,URLLC
IOTDevices,300,0.0001,15,50,10500,2019,4.50E+07,UFMC,URLLC
IOTDevices,600,1.00E-05,20,38,1700,1732,4.50E+07,UFMC,URLLC
IOTDevices,100,1.00E-05,28,30,1700,2228,3.70E+07,UFMC,URLLC
IOTDevices,100,0.0001,50,45,900,1155,1.00E+07,UFMC,URLLC
IOTDevices,600,1.00E-05,10,40,10000,351,7.50E+07,UFMC,URLLC
IOTDevices,100,1.00E-06,20,60,900,2595,4.30E+07,UFMC,URLLC
IOTDevices,120,0.01,20,60,1000,2610,4.50E+07,UFMC,URLLC
IOTDevices,120,0.01,50,50,10500,2735,4.50E+07,UFMC,URLLC
IOTDevices,600,1.00E-05,10,29,1000,1037,4.50E+07,UFMC,URLLC
IOTDevices,100,0.001,40,45,300,1636,4.30E+07,UFMC,URLLC
IOTDevices,240,0.0001,40,40,900,2768,1.90E+07,UFMC,URLLC
IOTDevices,300,1.00E-06,50,38,1700,1277,4.50E+07,UFMC,URLLC
IOTDevices,240,1.00E-05,20,50,10500,1583,4.50E+07,UFMC,URLLC
IOTDevices,100,0.01,15,30,10000,317,1.80E+07,UFMC,URLLC
IOTDevices,600,1.00E-05,10,40,300,456,7.50E+07,UFMC,URLLC
IOTDevices,600,0.01,20,50,10000,2618,4.50E+07,UFMC,URLLC
IOTDevices,180,0.01,20,60,10500,1033,1.00E+07,UFMC,URLLC
IOTDevices,240,0.01,28,50,300,2000,1.90E+07,UFMC,URLLC
IOTDevices,100,1.00E-05,20,38,10500,312,7.50E+07,UFMC,URLLC
IOTDevices,120,0.0001,40,40,17500,1111,2.00E+07,UFMC,URLLC
IOTDevices,60,0.01,40,30,10500,1060,4.30E+07,UFMC,URLLC
IOTDevices,60,1.00E-06,50,38,300,1245,1.80E+07,UFMC,URLLC
IOTDevices,120,0.01,50,29,1700,1009,4.50E+07,UFMC,URLLC
IOTDevices,240,1.00E-05,50,50,10500,1942,7.50E+07,UFMC,URLLC
IOTDevices,600,1.00E-05,15,29,10500,2318,4.50E+07,UFMC,URLLC
IOTDevices,240,1.00E-06,10,50,1000,2213,6.50E+07,UFMC,URLLC
IOTDevices,180,1.00E-06,25,38,10000,402,3.70E+07,UFMC,URLLC
IOTDevices,60,0.01,50,40,900,395,1.90E+07,UFMC,URLLC
IOTDevices,240,1.00E-06,50,50,900,255,7.50E+07,UFMC,URLLC
IOTDevices,100,0.01,50,38,300,361,7.50E+07,UFMC,URLLC
IOTDevices,300,0.01,40,50,17500,2874,3.30E+07,UFMC,URLLC
IOTDevices,100,0.01,50,30,10000,1565,7.50E+07,UFMC,URLLC
IOTDevices,60,0.0001,20,29,10500,2101,4.50E+07,UFMC,URLLC
IOTDevices,240,0.0001,25,60,17500,1648,1.80E+07,UFMC,URLLC
IOTDevices,100,0.01,18,38,1000,1465,1.90E+07,UFMC,URLLC
IOTDevices,100,0.01,10,50,1700,1856,7.70E+07,UFMC,URLLC
IOTDevices,600,0.01,50,30,10500,2189,4.30E+07,UFMC,URLLC
IOTDevices,600,0.01,20,38,900,450,4.30E+07,UFMC,URLLC
IOTDevices,300,0.01,10,40,1000,773,1.90E+07,UFMC,URLLC
IOTDevices,120,1.00E-05,40,29,10500,865,1.00E+07,UFMC,URLLC
IOTDevices,300,0.0001,50,50,1700,2090,4.50E+07,UFMC,URLLC
IOTDevices,100,0.0001,15,50,1700,708,1.00E+07,UFMC,URLLC
IOTDevices,180,1.00E-06,25,38,900,1075,2.00E+07,UFMC,URLLC
IOTDevices,100,0.01,20,45,1700,2273,4.50E+07,UFMC,URLLC
IOTDevices,300,0.001,20,40,300,209,2.00E+07,UFMC,URLLC
IOTDevices,300,1.00E-05,25,29,900,2553,1.90E+07,UFMC,URLLC
IOTDevices,240,1.00E-06,25,40,1000,1570,4.50E+07,UFMC,URLLC
IOTDevices,240,0.01,28,60,10500,329,3.30E+07,UFMC,URLLC
IOTDevices,300,0.01,50,45,10500,2353,1.90E+07,UFMC,URLLC
IOTDevices,60,1.00E-06,25,29,1700,461,4.30E+07,UFMC,URLLC
IOTDevices,60,0.01,20,40,900,481,4.50E+07,UFMC,URLLC
IOTDevices,240,1.00E-05,20,30,17500,1795,7.70E+07,UFMC,URLLC
IOTDevices,180,1.00E-05,15,29,10500,471,1.80E+07,UFMC,URLLC
IOTDevices,60,1.00E-06,20,40,1700,542,1.90E+07,UFMC,URLLC
IOTDevices,300,0.01,15,38,10500,1441,6.50E+07,UFMC,URLLC
IOTDevices,240,0.01,20,50,300,2620,3.30E+07,UFMC,URLLC
IOTDevices,60,0.01,40,45,900,840,4.50E+07,UFMC,URLLC
IOTDevices,600,0.01,50,30,10500,1606,3.70E+07,UFMC,URLLC
IOTDevices,240,0.01,20,50,10000,493,4.30E+07,UFMC,URLLC
IOTDevices,60,0.01,15,50,17500,265,1.90E+07,UFMC,URLLC
IOTDevices,100,0.01,18,50,10500,323,4.50E+07,UFMC,URLLC
IOTDevices,100,0.01,25,60,10500,1957,3.70E+07,UFMC,URLLC
IOTDevices,60,1.00E-06,50,38,10500,2304,6.50E+07,UFMC,URLLC
IOTDevices,120,0.01,10,30,17500,1684,1.80E+07,UFMC,URLLC
IOTDevices,600,1.00E-05,10,60,1000,504,6.50E+07,UFMC,URLLC
IOTDevices,300,0.01,25,45,10500,2181,4.50E+07,UFMC,URLLC
IOTDevices,60,0.01,25,29,1700,620,3.30E+07,UFMC,URLLC
IOTDevices,60,1.00E-06,20,40,1700,1906,1.80E+07,UFMC,URLLC
IOTDevices,100,0.0001,40,50,10500,2000,4.50E+07,UFMC,URLLC
IOTDevices,100,1.00E-05,40,30,1700,2956,4.50E+07,UFMC,URLLC
IOTDevices,120,1.00E-06,25,29,300,201,2.00E+07,UFMC,URLLC
IOTDevices,180,0.01,28,60,1700,1252,7.50E+07,UFMC,URLLC
IOTDevices,60,0.001,40,38,900,1615,7.50E+07,UFMC,URLLC
IOTDevices,600,0.01,50,50,300,1737,6.50E+07,UFMC,URLLC
IOTDevices,60,0.01,50,50,1000,1862,4.50E+07,UFMC,URLLC
IOTDevices,300,1.00E-06,50,30,10000,918,4.50E+07,UFMC,URLLC
IOTDevices,60,1.00E-06,15,29,900,2146,5.00E+07,UFMC,URLLC
IOTDevices,100,0.0001,20,50,17500,2000,1.00E+07,UFMC,URLLC
IOTDevices,300,0.01,50,50,900,371,4.30E+07,UFMC,URLLC
IOTDevices,100,0.01,50,29,17500,1709,3.30E+07,UFMC,URLLC
IOTDevices,240,0.01,40,29,10500,1781,2.00E+07,UFMC,URLLC
IOTDevices,180,1.00E-06,15,40,1700,1519,3.70E+07,UFMC,URLLC
IOTDevices,300,0.01,10,45,300,2955,7.70E+07,UFMC,URLLC
IOTDevices,240,0.0001,50,30,10500,91,7.70E+07,UFMC,URLLC
IOTDevices,60,0.01,18,50,10000,1493,3.70E+07,UFMC,URLLC
IOTDevices,240,1.00E-06,25,38,1700,1658,6.50E+07,UFMC,URLLC
